"","analysis_type","label_information","label_group_var_1","label_group_var_value_2"
"1","prop_select_one","The child has already graduated from secondary education.","Population group","Overall"
"2","prop_select_one","The child has already graduated from secondary education.","Population group","Girls"
"3","prop_select_one","The child has already graduated from secondary education.","Population group","Boys"
"4","prop_select_one","The child has already graduated from secondary education.","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"5","prop_select_one","The child has already graduated from secondary education.","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"6","prop_select_one","The child has already graduated from secondary education.","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"7","prop_select_one","The child has already graduated from secondary education.","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"8","prop_select_one","The child has already graduated from secondary education.","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"9","prop_select_one","The child has already graduated from secondary education.","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"10","prop_select_one","Child participating in income generating activities outside of the home","Population group","Overall"
"11","prop_select_one","Child participating in income generating activities outside of the home","Population group","Girls"
"12","prop_select_one","Child participating in income generating activities outside of the home","Population group","Boys"
"13","prop_select_one","Child participating in income generating activities outside of the home","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"14","prop_select_one","Child participating in income generating activities outside of the home","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"15","prop_select_one","Child participating in income generating activities outside of the home","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"16","prop_select_one","Child participating in income generating activities outside of the home","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"17","prop_select_one","Child participating in income generating activities outside of the home","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"18","prop_select_one","Child participating in income generating activities outside of the home","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"19","prop_select_one","Cannot afford education-related costs","Population group","Overall"
"20","prop_select_one","Cannot afford education-related costs","Population group","Girls"
"21","prop_select_one","Cannot afford education-related costs","Population group","Boys"
"22","prop_select_one","Cannot afford education-related costs","Population group",NA
"23","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"24","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"25","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"26","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL",NA
"27","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"28","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"29","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"30","prop_select_one","Cannot afford education-related costs","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded",NA
"31","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","Population group","Overall"
"32","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","Population group","Girls"
"33","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","Population group","Boys"
"34","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","Population group",NA
"35","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"36","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"37","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"38","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL",NA
"39","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"40","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"41","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"42","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded",NA
"43","prop_select_one","School has been closed due to conflict","Population group","Overall"
"44","prop_select_one","School has been closed due to conflict","Population group","Girls"
"45","prop_select_one","School has been closed due to conflict","Population group","Boys"
"46","prop_select_one","School has been closed due to conflict","Population group",NA
"47","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"48","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"49","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"50","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL",NA
"51","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"52","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
