"","analysis_type","label_information","label_group_var_1","label_group_var_value_2"
"1","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","Population group","Overall"
"2","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","Population group","Girls"
"3","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","Population group","Boys"
"4","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","Population group",NA
"5","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"6","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"7","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"8","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL",NA
"9","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"10","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"11","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"12","prop_select_one","% of school-aged children who attended school or any early childhood education program at any time during the 2023-2024 school year ","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded",NA
"13","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","Population group","Overall"
